name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Le 217 Brasserie Restaurant,"217 Av. Daumesnil, Paris",09 54 25 75 70,Not Available,restaurant,Monday: Closed,"Tuesday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Friday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 3:00 PM, 7:00 – 10:30 PM"
Restaurant Le Cap de Bercy,"38 Bd de Bercy, Paris",Not Available,Not Available,restaurant,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: Closed
RESTAURANT COMME A LA MAISON,"46 Rue Lénine, Ivry-sur-Seine",01 43 90 74 41,Not Available,restaurant,"Monday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Tuesday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Wednesday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Thursday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Friday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Saturday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Sunday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM"
Au Gourmet de Picpus,"58 Rue de Picpus, Paris",01 43 42 97 78,https://augourmetdepicpus.eatbu.com/,restaurant,Monday: 8:00 AM – 11:00 PM,Tuesday: 9:00 AM – 11:00 PM,Wednesday: 9:00 AM – 11:00 PM,Thursday: 9:00 AM – 11:00 PM,Friday: 9:00 AM – 11:00 PM,Saturday: 9:00 AM – 11:00 PM,Sunday: Closed
Aux 2 saveurs,"6 Rue Emile Gilbert, Paris",01 46 06 46 48,https://aux2saveurs.com/,restaurant,"Monday: 12:00 – 2:00 PM, 7:30 – 10:00 PM",Tuesday: Closed,Wednesday: Closed,"Thursday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:30 – 10:00 PM","Sunday: 12:00 – 2:00 PM, 7:30 – 10:00 PM"
Restaurant Thé,"19 Pl. Henri Frenay, Paris",01 44 73 06 16,Not Available,restaurant,Monday: 10:30 AM – 10:30 PM,Tuesday: 10:30 AM – 10:30 PM,Wednesday: 10:30 AM – 10:30 PM,Thursday: 10:30 AM – 10:30 PM,Friday: 10:30 AM – 10:30 PM,Saturday: 10:30 AM – 10:30 PM,Sunday: 10:30 AM – 10:30 PM
La Tourelle | Restaurant et Brasserie,"1 Av. Foch, Saint-Mandé",01 86 65 41 50,https://www.latourelle-vincennes.com/,restaurant,Monday: 7:00 AM – 11:30 PM,Tuesday: 7:00 AM – 11:30 PM,Wednesday: 7:00 AM – 11:30 PM,Thursday: 7:00 AM – 11:30 PM,Friday: 7:00 AM – 11:30 PM,Saturday: 7:00 AM – 11:30 PM,Sunday: 7:00 AM – 11:30 PM
Restaurant Le Ruisseau,"137 Av. Gallieni, Saint-Mandé",Not Available,Not Available,restaurant,"Monday: 12:00 – 5:00 PM, 7:00 PM – 1:00 AM","Tuesday: 12:00 – 5:00 PM, 7:00 PM – 1:00 AM","Wednesday: 12:00 – 5:00 PM, 7:00 PM – 1:00 AM","Thursday: 12:00 – 5:00 PM, 7:00 PM – 1:00 AM","Friday: 12:00 – 5:00 PM, 7:00 PM – 1:00 AM",Saturday: Closed,Sunday: Closed
Le Swann,"271 Av. Daumesnil, Paris",01 43 43 94 41,http://leswann.fr/fr,restaurant,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Sunday: 12:00 – 2:00 PM, 7:00 – 10:00 PM"
Le Chic and Cook | Restaurant 94 | Poulet Braisé,"33 Rue Véron, Alfortville",09 51 70 98 23,https://lechicandcook.com/,restaurant,"Monday: 12:00 – 2:45 PM, 6:30 – 10:45 PM","Tuesday: 12:00 – 2:45 PM, 6:30 – 10:45 PM","Wednesday: 12:00 – 2:45 PM, 6:30 – 10:45 PM","Thursday: 12:00 – 2:45 PM, 6:30 – 10:45 PM","Friday: 12:00 – 2:45 PM, 6:30 – 10:45 PM","Saturday: 12:00 – 2:45 PM, 6:30 – 10:45 PM",Sunday: Closed
Restaurant Le Comptoir,"12 Bd Vincent Auriol, Paris",01 45 84 90 50,http://facebook.com/lecomptoirrestaurant/?rf=1336236263152765,restaurant,Monday: 7:00 AM – 11:00 PM,Tuesday: 7:00 AM – 11:00 PM,Wednesday: 7:00 AM – 11:00 PM,Thursday: 7:00 AM – 11:00 PM,Friday: 7:00 AM – 11:00 PM,Saturday: Closed,Sunday: Closed
RESTAURANT LÉA,"152 Rue de Paris, Charenton-le-Pont",01 56 29 36 76,Not Available,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:00 PM",Saturday: 7:00 – 10:00 PM,Sunday: Closed
Le Maximilien,"28 Bd Diderot, Paris",01 43 43 67 83,https://le-maximilien-paris.eatbu.com/,restaurant,Monday: 7:00 AM – 1:00 AM,Tuesday: 7:00 AM – 1:00 AM,Wednesday: 7:00 AM – 1:00 AM,Thursday: 7:00 AM – 1:00 AM,Friday: 7:00 AM – 1:00 AM,Saturday: 7:00 AM – 1:00 AM,Sunday: 7:00 AM – 1:00 AM
LE B,"77 Rue de Bercy, Paris",01 53 46 50 50,https://restaurants.accor.com/fr/restaurant-0941_R001-le-b-paris.shtml,restaurant,"Monday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Friday: 12:00 – 3:00 PM, 7:00 – 11:00 PM",Saturday: Closed,Sunday: Closed
Restaurant le longchamp,"5 Rue du Sergent Bauchat, Paris",01 43 43 49 39,Not Available,restaurant,"Monday: 9:00 AM – 3:00 PM, 6:00 – 11:00 PM","Tuesday: 9:00 AM – 3:00 PM, 6:00 – 11:00 PM",Wednesday: 9:00 AM – 3:00 PM,"Thursday: 9:00 AM – 3:00 PM, 6:00 – 11:00 PM","Friday: 9:00 AM – 3:00 PM, 6:00 – 11:00 PM",Saturday: Closed,Sunday: Closed
Le Touareg,"228 Rue de Charenton, Paris",01 43 07 68 49,http://restaurant-letouareg.fr/fr,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM",Sunday: 12:00 – 3:00 PM
Kitchen & Bar @Gare de Lyon,"209-211 Rue de Bercy, Paris",01 80 20 63 03,https://www.kitchen-and-bar.com/,restaurant,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:30 PM
Restaurant César,"84 Bd Diderot, Paris",09 84 30 38 23,Not Available,meal_delivery,"Monday: 11:00 AM – 3:00 PM, 6:30 – 11:00 PM","Tuesday: 11:30 AM – 3:00 PM, 6:30 – 11:00 PM","Wednesday: 11:00 AM – 3:00 PM, 6:30 – 11:00 PM","Thursday: 11:00 AM – 3:00 PM, 6:30 – 11:00 PM","Friday: 11:00 AM – 3:00 PM, 6:30 – 11:00 PM","Saturday: 11:30 AM – 3:00 PM, 6:30 – 11:00 PM",Sunday: Closed
Ristorante Angelo.,"3 Pl. des Marseillais, Charenton-le-Pont",01 43 78 71 16,Not Available,restaurant,"Monday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Friday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Sunday: 12:00 – 2:30 PM, 6:30 – 11:00 PM"
Café Bar Restaurant Le Tigzirt,"40 Rue Véron, Alfortville",01 48 93 69 08,https://le-tigzirt-alfortville.eatbu.com/?lang=fr,restaurant,"Monday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM","Tuesday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM","Wednesday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM","Thursday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM","Friday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM","Saturday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM","Sunday: 10:00 AM – 3:00 PM, 5:30 – 10:00 PM"
"Ariette - restaurant, bar & terrasse","1 Rue de Libourne, Paris",01 44 67 34 00,https://www.pullmanpariscentrebercy.com/restaurant-bar-terrasse/,restaurant,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:30 PM
BSR RESTAURANT GROUPE CLUB ANNIVERSAIRE,"7 ter Rue du Colonel Oudot, Paris",06 60 92 77 27,http://www.restaurantgroupe.com/,restaurant,"Monday: 9:00 – 11:00 AM, 12:00 PM – 1:00 AM","Tuesday: 9:00 – 11:00 AM, 12:00 PM – 1:00 AM","Wednesday: 9:00 – 11:00 AM, 12:00 PM – 1:00 AM","Thursday: 9:00 – 11:00 AM, 12:00 PM – 1:00 AM","Friday: 9:00 – 11:00 AM, 12:00 PM – 5:00 AM","Saturday: 9:00 – 11:00 AM, 12:00 PM – 5:00 AM","Sunday: 9:00 – 11:00 AM, 12:00 PM – 12:00 AM"
My Kim,"40 Rue des Terres au Curé, Paris",01 83 94 97 72,https://phohoustoninparis.com/,restaurant,Monday: Closed,"Tuesday: 12:00 – 3:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 3:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 3:00 PM, 7:00 – 10:00 PM","Sunday: 12:00 – 3:00 PM, 7:00 – 10:00 PM"
L'Alchimiste,"181 Rue de Charenton, Paris",01 43 47 10 38,https://restaurantalchimiste.business.site/,restaurant,"Monday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Thursday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Friday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Saturday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM",Sunday: Closed
restaurant Rambo,"17 Rue de Rambouillet, Paris",09 50 73 22 47,http://restaurant-rambo.fr/,restaurant,Monday: 12:00 – 2:00 PM,Tuesday: 12:00 – 2:00 PM,Wednesday: 12:00 – 2:00 PM,Thursday: 12:00 – 2:00 PM,"Friday: 12:00 – 2:00 PM, 7:30 – 10:00 PM",Saturday: Closed,Sunday: Closed
Restaurant Vietnamien Le Cristal,"101 Rue du Dessous des Berges, Paris",01 45 82 15 73,Not Available,restaurant,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: Closed
L'églantine,"21 Rue Fabre d'Eglantine, Paris",01 44 67 73 40,https://l-eglantine.fr/,restaurant,Monday: 8:30 AM – 2:00 AM,Tuesday: 8:30 AM – 2:00 AM,Wednesday: 8:30 AM – 2:00 AM,Thursday: 8:30 AM – 2:00 AM,Friday: 8:30 AM – 2:00 AM,Saturday: 8:30 AM – 2:00 AM,Sunday: 8:30 AM – 2:00 AM
Rajpoot Restaurant indien et pakistanais,"31 Rue Charles de Gaulle, Alfortville",01 43 75 70 18,https://nojyk.com/get-menu?restaurant=FR9415JGD&ccOrDelivery=1,restaurant,"Monday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Tuesday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Wednesday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Thursday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Friday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Saturday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Sunday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM"
Soho restaurant,"101 Av. Maurice Thorez, Ivry-sur-Seine",01 43 90 10 96,https://www.sohorestaurant.fr/,restaurant,"Monday: 10:00 AM – 3:00 PM, 6:00 PM – 2:00 AM","Tuesday: 10:00 AM – 3:00 PM, 6:00 PM – 2:00 AM","Wednesday: 10:00 AM – 3:00 PM, 6:00 PM – 2:00 AM","Thursday: 10:00 AM – 3:00 PM, 6:00 PM – 2:00 AM",Friday: 6:00 PM – 2:00 AM,"Saturday: 10:00 AM – 3:00 PM, 6:00 PM – 2:00 AM","Sunday: 10:15 AM – 3:00 PM, 6:00 PM – 2:00 AM"
Restaurant Rayan,"11 Rue Chaligny, Paris",01 43 07 00 92,https://restaurant-rayan.com/,restaurant,"Monday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM","Tuesday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM","Wednesday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM","Thursday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM","Friday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM","Saturday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM","Sunday: 11:30 AM – 3:00 PM, 5:50 – 10:00 PM"
Restaurant,"4 bis Rue de Lyon, Paris",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Restaurant Cirillo.,"4 Rue de Paris, Charenton-le-Pont",01 43 76 05 70,Not Available,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM",Saturday: 7:00 – 11:00 PM,Sunday: 7:00 – 11:00 PM
The Godfather Restaurant,"41 All. Vivaldi, Paris",01 43 47 50 54,https://wiictechnology.com/WiiC_clouds/offre.php?resto=340,restaurant,Monday: Closed,Tuesday: 10:00 AM – 11:30 PM,Wednesday: 10:00 AM – 11:30 PM,Thursday: 10:00 AM – 11:30 PM,Friday: 10:00 AM – 11:30 PM,Saturday: 10:00 AM – 11:30 PM,Sunday: 10:00 AM – 11:30 PM
Lao Chaleune 亮亮,"29 Rue du Château des Rentiers, Paris",06 17 67 71 55,http://lao-chaleune.fr/,restaurant,"Monday: 11:30 AM – 3:00 PM, 7:00 – 11:00 PM",Tuesday: Closed,"Wednesday: 11:30 AM – 3:00 PM, 7:00 – 11:00 PM","Thursday: 11:30 AM – 3:00 PM, 7:00 – 11:00 PM","Friday: 11:30 AM – 3:00 PM, 7:00 – 11:00 PM","Saturday: 11:30 AM – 3:00 PM, 7:00 – 11:00 PM","Sunday: 11:30 AM – 3:00 PM, 7:00 – 11:00 PM"
Karma Tibetan,"24 Rue Traversière, Paris",01 43 14 60 21,http://restaurant-karma.fr/fr,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Saturday: 7:00 – 10:30 PM,Sunday: Closed
Restaurant Le Libertalia,"Quai N°6 Jean Compagnon Port d, Ivry-sur-Seine",01 46 71 26 19,http://www.libertalia-paris.fr/,restaurant,Monday: 12:00 – 3:00 PM,Tuesday: 12:00 – 3:00 PM,"Wednesday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM","Thursday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM","Friday: 12:00 – 3:00 PM, 7:00 PM – 4:00 AM",Saturday: 7:00 PM – 4:00 AM,Sunday: Closed
Mun Bay Restaurant Paris,"56 Quai des Carrières, Charenton-le-Pont",01 43 68 09 97,http://lemunbay.com/,restaurant,"Monday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM","Tuesday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM","Wednesday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM","Thursday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM",Friday: 7:00 PM – 2:00 AM,Saturday: 12:00 PM – 2:00 AM,Sunday: 7:00 PM – 12:00 AM
Restaurant Nosso,"22 Prom. Claude Lévi-Strauss, Paris",01 40 01 95 17,https://www.nosso-restaurant.fr/,restaurant,Monday: 12:00 – 2:00 PM,Tuesday: 12:00 – 2:00 PM,"Wednesday: 12:00 – 2:00 PM, 7:30 – 8:45 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 8:45 PM","Friday: 12:00 – 2:00 PM, 7:30 – 8:45 PM",Saturday: Closed,Sunday: Closed
Bar Brasserie Restaurant,"Rue Claude Decaen, Paris",Not Available,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: Closed
G'm,"3 Rue Corbineau, Paris",01 44 73 48 61,Not Available,restaurant,Monday: 10:00 AM – 11:00 PM,Tuesday: 10:00 AM – 11:00 PM,Wednesday: 10:00 AM – 11:00 PM,Thursday: 10:00 AM – 11:00 PM,Friday: 10:00 AM – 11:00 PM,Saturday: 12:00 – 10:00 PM,"Sunday: 12:00 – 2:00 PM, 7:00 – 10:00 PM"
Restaurant TALYA,"1 Rue Corbineau, Paris",09 88 03 04 65,Not Available,restaurant,Monday: 11:00 AM – 12:00 AM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 12:00 AM,Saturday: 11:00 AM – 12:00 AM,Sunday: 11:00 AM – 12:00 AM
Restaurant administratif Buffon,"17 Rue Hélène Brion, Paris",Not Available,https://www.crous-paris.fr/restaurant/restaurant-administratif-buffon/,restaurant,Monday: 11:30 AM – 3:00 PM,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: 12:00 – 9:00 PM,Friday: 12:00 – 9:00 PM,"Saturday: 12:00 – 3:00 PM, 6:30 – 9:00 PM",Sunday: Closed
Fenêtre Sur Cour,"10 Rue Gabriel Lamé, Paris",06 27 17 48 95,https://www.fenetresurcour.net/,bar,"Monday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:30 PM","Saturday: 12:00 – 3:00 PM, 7:00 – 11:30 PM",Sunday: Closed
Restaurant Indien - Curry Villa,"15 Bis Rue Chaligny, Paris",01 43 43 33 29,http://www.lecurryvilla.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 11:00 PM"
Restaurant ARLOCCHINO,"49 Rue de Tolbiac, Paris",Not Available,Not Available,meal_takeaway,Monday: 11:30 AM – 2:30 PM,Tuesday: 11:30 AM – 2:30 PM,Wednesday: 11:30 AM – 2:30 PM,Thursday: 11:30 AM – 2:30 PM,Friday: 11:30 AM – 2:30 PM,Saturday: Closed,Sunday: Closed
Chez Yach Restaurant,"2 Av. du Dr Arnold Netter, Paris",01 40 19 11 78,Not Available,restaurant,Monday: 10:00 AM – 2:00 AM,Tuesday: 10:00 AM – 2:00 AM,Wednesday: 10:00 AM – 2:00 AM,Thursday: 10:00 AM – 2:00 AM,Friday: 10:00 AM – 2:00 AM,Saturday: 10:00 AM – 2:00 AM,Sunday: Closed
